new_time,time,sss,sst,wind_spd,wind_dir,precip,cum_precip3,cum_precip6,year,month,day,hour,scaled_sss,scaled_dir,scaled_spd,scaled_sst,pct_change,pct_c_scaled,set,sst_pct_change,dir_pct_change,spd_pct_change
2012-09-14 20:30:00.000028800,735126.8541666667,37.76821725535747,27.88650273367723,3.171526517031759,-70.40256567460615,0.0,0.0,0.0,2012,9,14,20,2.845093389059662,-0.22366112013663414,-1.1206220984090187,2.1455829849644843,0.0,0.0,Spurs1,0.0,0.0,0.0
2012-09-14 21:29:59.999971200,735126.8958333334,37.7672907861594,27.79417054791615,3.5115902949650715,-78.65223135098692,0.0,0.0,0.0,2012,9,14,21,2.836747830158981,-0.2855196650629952,-0.968036960826383,2.081694920578038,-2.4530392626287423e-05,-0.03172232313499774,Spurs1,-1.3749099404614367,0.13531415336706176,0.2938495399903242
2012-09-14 22:30:00.000000000,735126.9375,37.76791187912726,27.717789166934683,4.870494794362988,-86.66041945927313,0.0,0.0,0.0,2012,9,14,22,2.8423425849083928,-0.3455675364929196,-0.35830242437435483,2.0288438097130057,1.6445261360686914e-05,0.022122418130845003,Spurs1,-1.1411991054101893,0.12684587722324872,1.2652202607940242
2012-09-14 23:30:00.000028800,735126.9791666667,37.76855377136205,27.650785729223273,4.511676816733414,-89.87404438615778,0.0,0.0,0.0,2012,9,14,23,2.8481246977562664,-0.369664290193535,-0.5193024897634664,1.9824816456709173,1.6995703570943377e-05,0.022845735894180264,Spurs1,-1.0038669359122385,0.09115817384249249,-0.334264892560815
2012-09-15 00:29:59.999971200,735127.0208333334,37.770119488649094,27.593085225210455,4.3184944519227795,-94.40391505736581,0.0,0.0,0.0,2012,9,15,0,2.8622285512551744,-0.40363066160998967,-0.605982576341079,1.9425565265467997,4.145557959467361e-05,0.054987643777115194,Spurs1,-0.8666085441653395,0.09850108679939404,-0.22713411168287795
2012-09-15 01:30:00.000000000,735127.0625,37.77102520476636,27.549956089731854,4.215736598293915,-95.86938854491086,0.0,0.0,0.0,2012,9,15,1,2.8703871680982225,-0.4146192351017905,-0.6520895781774565,1.9127138778357788,2.3979699548926092e-05,0.032023172245915076,Spurs1,-0.6491628065754294,0.07927259315869783,-0.16107994988101598
2012-09-15 02:30:00.000028800,735127.1041666667,37.771811321692255,27.513546748834337,3.649422165126332,-97.11013047536697,0.0,0.0,0.0,2012,9,15,2,2.877468445189289,-0.4239227018673444,-0.9061924003746897,1.8875209042658934,2.08126976071199e-05,0.02786152054417081,Spurs1,-0.5489067352569914,0.07784946910800468,-0.5448970886674055
2012-09-15 03:29:59.999971200,735127.1458333334,37.77126874142759,27.5008186782798,2.9475302715844105,-100.48256246584955,0.0,0.0,0.0,2012,9,15,3,2.8725809264606226,-0.4492102400510597,-1.2211282391608866,1.8787138801019936,-1.4364687466073e-05,-0.018363908787039068,Spurs1,-0.19226718946397067,0.0898598550943994,-0.7462739183903537
2012-09-15 04:30:00.000000000,735127.1875,37.7715315646732,27.48308828854449,2.126956907245726,-102.93707098132327,0.0,0.0,0.0,2012,9,15,4,2.874948416800552,-0.4676149040983884,-1.58931593752498,1.8664455657361088,6.9582848118976415e-06,0.009655898430462408,Spurs1,-0.26787925339711544,0.08418116527392057,-1.0451089769852013
2012-09-15 05:30:00.000028800,735127.2291666667,37.773192870433995,27.46725920211979,0.9382918722708211,-122.40116747054024,0.0,0.0,0.0,2012,9,15,5,2.889913323467347,-0.613562719968846,-2.122664766981559,1.8554928336595977,4.3983012919524e-05,0.058308859674889496,Spurs1,-0.23932825467131186,0.17495689409567572,-2.0189472665926713
2012-09-15 06:29:59.999971200,735127.2708333334,37.77416696787696,27.45937926437955,0.8673958346043813,-87.51206827274169,0.0,0.0,0.0,2012,9,15,6,2.8986879137097263,-0.3519534627178159,-2.1544755106224733,1.8500404124311816,2.578806208686224e-05,0.034399481187828915,Spurs1,-0.11930612391908119,-0.08642489351924804,-0.3408164889348989
2012-09-15 07:30:00.000000000,735127.3125,37.77584446244997,27.455916865083278,0.598129502026255,-73.99742892299408,0.0,0.0,0.0,2012,9,15,7,2.9137986478752858,-0.2506165166918175,-2.275294142505291,1.8476446499205423,4.44085126862781e-05,0.05886799473730568,Spurs1,-0.052545292685686425,-0.014422243007418034,-1.1563500134032556
2012-09-15 08:30:00.000028800,735127.3541666667,37.77690360408453,27.452645987495757,0.41298145040661355,-38.88663875282258,0.0,0.0,0.0,2012,9,15,8,2.9233393092527193,0.012655048040782744,-2.3583692677104224,1.8453814083846767,2.8037536940139773e-05,0.03735544112192177,Spurs1,-0.04965564194294,-0.19086579064378167,-1.1532748189467494
2012-09-15 09:29:59.999971200,735127.3958333334,37.77642561627639,27.44640426898684,0.813740344873114,133.30212228283452,0.0,0.0,0.0,2012,9,15,9,2.9190336340991982,1.3037796375903947,-2.178550495416398,1.8410625318120841,-1.2652911237753806e-05,-0.016114520695559992,Spurs1,-0.09459289941726526,-2.3703860396359326,3.2910222033053866
2012-09-15 10:30:00.000000000,735127.4375,37.77518773120347,27.46737509732538,0.2840555034732641,74.18041914333521,0.0,0.0,0.0,2012,9,15,10,2.907882866421346,0.8604668206542604,-2.4162177791583384,1.855573025851472,-3.2768718922771e-05,-0.042548033153897234,Spurs1,0.31704513991562366,-0.17379227630290536,-2.3386333237617203
