new_time,time,sss,sst,wind_spd,wind_dir,precip,cum_precip3,cum_precip6,year,month,day,hour,scaled_sss,scaled_dir,scaled_spd,scaled_sst,pct_change,pct_c_scaled,set,sst_pct_change,dir_pct_change,spd_pct_change
2016-08-24 02:30:00.000028800,736566.1041666667,32.78581320837813,29.972727771803747,1.4993049364106,-35.279577496102746,0.0,0.0,0.0,2016,8,24,2,-0.9499134311267119,0.09052122659087716,-1.9159390441668336,3.4065209602292765,0.0,0.0,Spurs2,0.0,0.0,0.0
2016-08-24 03:29:59.999971200,736566.1458333334,32.78952749432496,30.088739078063007,2.2011608470558626,-44.30044423240883,0.0,0.0,0.0,2016,8,24,3,-0.9443986558432368,0.006298028102101836,-1.6019747881701505,3.593902449589361,0.00011328942561905642,0.07121611219204098,Spurs2,2.0670038003677687,0.11109886611827476,0.3668786920187301
2016-08-24 04:30:00.000000000,736566.1875,32.627960143921726,29.630041011772196,4.694584446326555,-80.63606512486626,10.613046646917608,10.613046646917608,0.0,2016,8,24,4,-1.1842853106069422,-0.3329489977209938,-0.48658076874831147,2.8530132242229995,-0.004927407094572955,-3.1663663911153526,Spurs2,-8.128833778310943,0.28552826776173224,0.9624752909865997
2016-08-24 05:30:00.000028800,736566.2291666667,32.6061441436346,29.36673496977862,1.339539007840645,141.60579053129914,1.2100068028872855,11.823053449804894,0.0,2016,8,24,5,-1.2166765537395499,1.7420090377535107,-1.987407831614914,2.427721242801774,-0.0006686289976723936,-0.43100126910066805,Spurs2,-4.737376632075447,-0.8195230430953081,-0.6930112656731551
2016-08-24 06:29:59.999971200,736566.2708333334,32.60678918692119,29.31038001889166,1.805641328975399,100.84787931427145,0.0,11.823053449804894,0.0,2016,8,24,6,-1.2157188275912196,1.3614733590028374,-1.77890425380952,2.3366967127752454,1.9782875391394228e-05,0.011157909967602905,Spurs2,-1.0210554669597904,-0.05684504423022431,0.25920035499773175
2016-08-24 07:30:00.000000000,736566.3125,32.61563184358173,29.23066465514885,2.284943903764878,89.09959009045282,0.0,1.2100068028872855,11.823053449804894,2016,8,24,7,-1.2025897187692514,1.251785617888241,-1.5644957491454736,2.207940438368445,0.0002711906594006219,0.17263429313072864,Spurs2,-1.4481307051972871,-0.0039051268459068754,0.18526334115566068
2016-08-24 08:30:00.000028800,736566.3541666667,32.63851292639513,29.209475824549063,2.32493373220251,80.6578626409342,0.0,0.0,11.823053449804894,2016,8,24,8,-1.1686170974458299,1.172969545402939,-1.54660692532505,2.173716234162748,0.000701537315699774,0.4490410950894988,Spurs2,-0.3841303338548856,0.0028155267461403136,-0.03692037387390222
2016-08-24 09:29:59.999971200,736566.3958333334,32.65111966531502,29.192572038469734,1.5903391136444054,73.92849058593113,0.030000996009981407,0.030000996009981407,11.853054445814875,2016,8,24,9,-1.149899278409838,1.110140855559614,-1.8752163298718083,2.146413234881882,0.0003862534714225152,0.24653783909727675,Spurs2,-0.3061632107697564,0.0063113855273136945,-0.3357377468616872
2016-08-24 10:30:00.000000000,736566.4375,32.635949977727215,29.12502695642297,1.6654414316602042,71.23392829973271,0.0,0.030000996009981407,1.2400077988972669,2016,8,24,10,-1.1724224280447586,1.0849831117524165,-1.8416204834283718,2.0373144023544163,-0.00046459930756748147,-0.2999553011093773,Spurs2,-1.2316191860241847,0.02082867557678319,-0.010285979634188275
2016-08-24 11:30:00.000028800,736566.4791666667,32.62849882663162,29.014932570539465,2.446550940221088,53.37725239885664,0.0,0.030000996009981407,0.030000996009981407,2016,8,24,11,-1.18348550301628,0.9182645022538063,-1.4922033709019746,1.8594899241873266,-0.0002283111446328423,-0.1481900799754746,Spurs2,-2.0137111059742288,-0.04536600956674051,0.3676758944254783
2016-08-24 12:29:59.999971200,736566.5208333334,32.65635509096631,28.935824109230175,2.8952310652298228,41.24857523687801,0.0,0.0,0.030000996009981407,2016,8,24,12,-1.1421259953633776,0.8050252743747014,-1.2914933398368298,1.7317139187349615,0.0008537402987094378,0.5467993538478557,Spurs2,-1.451745278857043,-0.03811986240878806,0.11173461239355482
2016-08-24 13:30:00.000000000,736566.5625,32.66291746387524,28.89389696317409,2.7309763001464855,-7.715944630914005,0.441122896745199,0.441122896745199,0.4711238927551804,2016,8,24,13,-1.1323825312259352,0.34786870657672414,-1.36497013803874,1.6639931824900833,0.00020095239933093367,0.12752105115048845,Spurs2,-0.7703460110916146,-0.33470021861076327,-0.10344158372796339
2016-08-24 14:30:00.000028800,736566.6041666667,32.68414031410996,28.863607562298466,2.297323143012832,65.0335711022728,0.1633510964824083,0.6044739932276073,0.6344749892375887,2016,8,24,14,-1.1008719659127553,1.027093561866791,-1.55895809023096,1.615069735018376,0.000649753662029573,0.41578103858572296,Spurs2,-0.5566339085573878,-2.881222625345287,-0.19489522492825626
2016-08-24 15:29:59.999971200,736566.6458333334,32.71335846980064,28.81077746040701,3.165255168631051,58.579700757941175,0.40000547637981754,1.0044794696074248,1.0044794696074248,2016,8,24,15,-1.0574903940202343,0.9668370899643974,-1.1707022836674856,1.5297385419246359,0.0008939551540863011,0.5726289017326807,Spurs2,-0.9737602161929861,0.001426856169662303,0.2859436738562294
2016-08-24 16:30:00.000000000,736566.6875,32.70004393173575,28.824435057437938,3.1421533610443824,29.926961919288782,0.9155423619929408,1.4788989348551667,1.9200218316003657,2016,8,24,16,-1.0772591157832578,0.6993211870032764,-1.1810365156959068,1.5517982958853056,-0.00040700614940469837,-0.2629638654156968,Spurs2,0.2553580547418082,-0.11904419544933896,-0.059143608214913115
2016-08-24 17:30:00.000028800,736566.7291666667,32.66070574601683,28.79010925630711,3.1815896221517153,61.093382165637394,2.2944904946094127,3.610038332982171,4.214512326209778,2016,8,24,17,-1.1356663728994576,0.9903060419317153,-1.1633953215561132,1.4963552537649265,-0.001203001005168125,-0.774222380467937,Spurs2,-0.6326731368470514,0.3538793494054163,-0.0413567184006062
2016-08-24 18:29:59.999971200,736566.7708333334,32.64576574741457,28.790059032050845,4.464150841399855,54.55391566484401,2.2120610883725433,5.422093944974897,6.426573414582322,2016,8,24,18,-1.15784849247947,0.9292504026891658,-0.5896616351058105,1.4962741315343033,-0.0004574303665829671,-0.29535077119853415,Spurs2,0.0015800217680193096,-0.0009837229397796552,0.3086312318865893
2016-08-24 19:30:00.000000000,736566.8125,32.64537206913173,28.782023310290697,3.774632045897548,36.72051036893746,0.02000033144470592,4.526551914426662,6.005450849281829,2016,8,24,19,-1.1584330051677578,0.7627490588745075,-0.8981070757470134,1.4832948318431614,-1.2059091702321112e-05,-0.009293826239990801,Spurs2,-0.1463644890991012,-0.06891686049204351,-0.191011853138343
2016-08-24 20:30:00.000028800,736566.8541666667,32.652774055477266,28.798614284052668,3.6199348602125583,11.46498569609449,0.0,2.2320614198172493,5.84209975279942,2016,8,24,20,-1.1474429274162479,0.5269511993519719,-0.9673084404027809,1.5100925765949074,0.00022673922447147277,0.1440836379986402,Spurs2,0.30997147135858866,-0.18042625081665373,-0.08932850243605606
2016-08-24 21:29:59.999971200,736566.8958333334,32.66288137319608,28.802427440465195,3.290123716496542,8.378406722103145,0.0,0.02000033144470592,5.442094276419603,2016,8,24,21,-1.1324361167571098,0.49813339711890126,-1.1148442932547071,1.5162515877359886,0.0003095393273979674,0.19726520991693114,Spurs2,0.07313453106998516,-0.05109511195874156,-0.13424657795230655
2016-08-24 22:30:00.000000000,736566.9375,32.682686493283214,28.806317884310157,3.2092422617214855,14.514678039130825,0.0,0.0,4.526551914426662,2016,8,24,22,-1.1030305221673677,0.5554246100613319,-1.1510253460708524,1.522535433556255,0.0006063494478900644,0.3879030015515618,Spurs2,0.07455644339963693,0.25839334767724775,-0.07463224985056667
2016-08-24 23:30:00.000028800,736566.9791666667,32.69362155146144,28.814555882585996,2.873475113362768,51.16492896457732,0.0,0.0,2.2320614198172493,2016,8,24,23,-1.086794726262598,0.8976091748697135,-1.301225524374764,1.5358414503234714,0.00033458259866359086,0.2133502205003643,Spurs2,0.15504686658473454,0.8123084905952683,-0.14635766684522905
2016-08-25 00:29:59.999971200,736567.0208333334,32.68550651378627,28.875142474658414,2.0837523358001206,26.837768142550388,0.0,0.0,0.02000033144470592,2016,8,25,0,-1.0988435049070397,0.6704789717002413,-1.6544956479719828,1.6337009281954866,-0.0002482147064188922,-0.16097391314890241,Spurs2,1.1240227609903035,-0.11482384518276191,-0.29887969601233116
2016-08-25 01:30:00.000000000,736567.0625,32.69263816515125,28.946504732963085,1.8655863099887655,48.7541015076347,0.0,0.0,0.0,2016,8,25,1,-1.0882548062336002,0.8751005174021258,-1.7520888048275574,1.7489652647192457,0.00021819002137757337,0.13859258130773358,Spurs2,1.3207183100535758,0.2844201783834422,-0.14642360190882112
2016-08-25 02:30:00.000028800,736567.1041666667,32.697293748397904,28.905152316999175,2.6107224016185517,42.575309296747996,0.0,0.0,0.0,2016,8,25,2,-1.0813424425151503,0.8174123087177013,-1.4187638373000488,1.682172832655438,0.00014240463627124278,0.08991648350184499,Spurs2,-0.7594705690960334,-0.007068776991934848,0.3053081312025005
2016-08-25 03:29:59.999971200,736567.1458333334,32.701467805121716,28.850990267680523,2.8058956343398194,55.725295610423125,0.0,0.0,0.0,2016,8,25,3,-1.0751450239044578,0.9401869754760375,-1.331456146544173,1.5946902777616707,0.0001276575595501317,0.08044460250763225,Spurs2,-0.9969353097908246,0.12752718339501326,0.01438738745338796
2016-08-25 04:30:00.000000000,736567.1875,32.70383429372826,28.831046480730013,3.40350690222695,57.68434678802353,0.0,0.0,0.0,2016,8,25,4,-1.0716313868116751,0.9584776299113421,-1.0641240998211952,1.5624770683533125,7.236643384467278e-05,0.04493173628863111,Spurs2,-0.3662006931949886,0.042953604929421164,0.1382512381836555
2016-08-25 05:30:00.000028800,736567.2291666667,32.706974862063284,28.816697819590846,2.7608653758932373,63.01189813478942,0.0,0.0,0.0,2016,8,25,5,-1.0669684370878216,1.0082182399496125,-1.3515997278349847,1.539301107481261,9.603058487939187e-05,0.06013095350766568,Spurs2,-0.26294418204788284,0.06062835622937185,-0.22180229628497714
2016-08-25 06:29:59.999971200,736567.2708333334,32.70553298660927,28.813444975180474,2.92411471526405,75.91527067944199,0.0,0.0,0.0,2016,8,25,6,-1.0691092574849246,1.1286904006377885,-1.2785726910883886,1.5340471124188306,-4.408464739080742e-05,-0.029863479330669275,Spurs2,-0.05769808964328521,0.0953650920891799,0.00038267537755302326
